hvfhs_license_num,dispatching_base_num,originating_base_num,request_datetime,on_scene_datetime,pickup_datetime,dropoff_datetime,PULocationID,DOLocationID,trip_miles,trip_time,base_passenger_fare,tolls,bcf,sales_tax,congestion_surcharge,airport_fee,tips,driver_pay,shared_request_flag,shared_match_flag,access_a_ride_flag,wav_request_flag,wav_match_flag,cbd_congestion_fee,id
HV0003,B03404,B03404,4/8/25 8:20,4/8/25 8:22,4/8/25 8:22,4/8/25 9:13,164,174,15.25,3090,53.05,3.18,1.29,4.99,2.75,0,9.78,52.72,N,N,N,N,N,1.5,9662
HV0003,B03404,B03404,5/16/25 11:30,5/16/25 11:34,5/16/25 11:34,5/16/25 12:41,203,85,16.94,4005,57.53,0,1.51,5.33,0,0,0,64.49,N,N,N,N,N,0,9663
HV0005,B03406,,2/12/25 7:00,,2/12/25 7:06,2/12/25 7:23,15,138,6.235,985,25.35,0,0.63,2.47,0,2.5,4.64,18.12,N,N,N,N,N,0,9664
HV0005,B03406,,5/16/25 22:07,5/16/25 22:11,5/16/25 22:12,5/16/25 22:30,37,17,2.274,1112,18.7,0,0.47,1.66,0,0,0,14.48,N,N,N,N,N,0,9665
HV0003,B03404,B03404,3/11/25 20:08,3/11/25 20:11,3/11/25 20:12,3/11/25 20:24,166,42,1.97,721,14.35,0,0.36,1.26,0,0,0,10.33,N,N,N,N,N,0,9666
HV0005,B03406,,2/21/25 17:31,,2/21/25 17:39,2/21/25 17:56,224,114,1.957,1016,14.07,0,0.35,1.25,2.75,0,3.77,13.32,N,N,N,N,Y,1.5,9667
HV0005,B03406,,5/5/25 17:29,5/5/25 17:36,5/5/25 17:36,5/5/25 17:44,241,235,1.514,436,9.67,0,0.24,0.86,0,0,0,6.56,N,N,N,N,N,0,9668
HV0003,B03404,B03404,5/21/25 18:52,5/21/25 18:57,5/21/25 18:57,5/21/25 19:32,88,160,11.02,2074,64.96,0,1.59,5.78,2.75,0,0,37.03,N,N,N,N,N,1.5,9669
HV0003,B03404,B03404,2/3/25 18:34,2/3/25 18:36,2/3/25 18:36,2/3/25 18:38,7,7,0.37,123,9.01,0,0.22,0.8,0,0,0,4.55,N,N,N,N,N,0,9670
HV0003,B03404,B03404,3/20/25 15:54,3/20/25 15:56,3/20/25 15:56,3/20/25 16:04,226,226,1.24,443,8.98,0,0.22,0.79,0,0,0,6.21,N,N,N,N,N,0,9671
HV0003,B03404,B03404,4/22/25 15:37,4/22/25 15:37,4/22/25 15:38,4/22/25 16:44,132,256,15.96,3930,95.66,0,2.39,8.7,0,2.5,21.85,61.9,N,N,N,N,N,0,9672
HV0003,B03404,B03404,1/24/25 15:20,1/24/25 15:21,1/24/25 15:22,1/24/25 15:54,211,237,6.03,1887,48.76,0,1.3,4.33,2.75,0,0,26.54,N,N,N,N,N,1.5,9673
HV0003,B03404,B03404,1/9/25 19:39,1/9/25 19:39,1/9/25 19:40,1/9/25 19:57,148,97,3.81,1009,22.41,0,0.58,1.99,2.75,0,0,14.99,N,N,N,N,N,1.5,9674
HV0005,B03406,,3/27/25 13:42,3/27/25 13:44,3/27/25 13:44,3/27/25 14:11,234,143,3.416,1608,24.01,0,0.6,2.13,2.75,0,0,21.13,N,N,N,N,N,1.5,9675
HV0003,B03404,B03404,4/15/25 19:26,4/15/25 19:28,4/15/25 19:30,4/15/25 19:38,42,41,1.49,502,11.67,0,0.29,1.02,0,0,0,7.17,N,N,N,N,N,0,9676
HV0003,B03404,B03404,3/19/25 18:40,3/19/25 18:42,3/19/25 18:42,3/19/25 18:51,244,243,1.15,521,12.54,0,0.31,1.11,0,0,0,6.87,N,N,N,N,N,0,9677
HV0003,B03404,B03404,2/13/25 7:47,2/13/25 7:51,2/13/25 7:52,2/13/25 8:12,7,162,4.33,1227,25.77,6.94,0.61,2.9,2.75,0,0,17.81,N,N,N,N,N,1.5,9678
HV0003,B03404,B03404,3/17/25 7:02,3/17/25 7:03,3/17/25 7:05,3/17/25 7:48,179,132,14.6,2548,56.93,0,1.36,5.04,0,2.5,0,46.34,N,N,N,N,N,0,9679
HV0003,B03404,B03404,3/30/25 16:42,3/30/25 16:45,3/30/25 16:46,3/30/25 17:02,216,139,5.75,976,28.71,0,0.72,2.55,0,0,0,17.99,N,N,N,N,N,0,9680
HV0005,B03406,,3/3/25 16:27,,3/3/25 16:31,3/3/25 16:54,188,39,3.605,1429,23.19,0,0.58,2.06,0,0,0,19.58,N,N,N,N,N,0,9681
HV0005,B03406,,2/18/25 7:58,,2/18/25 7:59,2/18/25 8:11,107,79,2.741,705,13.84,0,0.35,1.23,2.75,0,0,10.62,N,N,N,N,N,1.5,9682
HV0005,B03406,,5/29/25 0:23,5/29/25 0:26,5/29/25 0:27,5/29/25 0:42,69,169,1.957,871,10.11,0,0.25,0.9,0,0,0,11.59,N,N,N,N,N,0,9683
HV0003,B03404,B03404,3/30/25 1:14,3/30/25 1:19,3/30/25 1:19,3/30/25 1:22,41,41,0.37,179,8.34,0,0.19,0.69,0,0,0,4,N,N,N,N,N,0,9684
HV0003,B03404,B03404,2/23/25 19:03,2/23/25 19:05,2/23/25 19:05,2/23/25 19:09,36,36,0.6,264,6.51,0,0.16,0.57,0,0,0,4.01,N,N,N,N,N,0,9685
HV0003,B03404,B03404,2/12/25 23:24,2/12/25 23:26,2/12/25 23:27,2/12/25 23:37,217,17,1.26,549,8.95,0,0.22,0.8,0,0,0,7.04,N,N,N,N,N,0,9686
HV0003,B03404,B03404,1/18/25 11:07,1/18/25 11:08,1/18/25 11:09,1/18/25 11:19,200,200,2.06,559,11.38,0,0.31,1.02,0,0,5,8.23,N,N,N,N,N,0,9687
HV0003,B03404,B03404,3/29/25 17:06,3/29/25 17:10,3/29/25 17:11,3/29/25 17:17,169,47,0.7,370,9.86,0,0.25,0.87,0,0,0,6.71,N,N,N,N,N,0,9688
HV0003,B03404,B03404,4/30/25 8:11,4/30/25 8:15,4/30/25 8:15,4/30/25 8:20,167,47,0.78,305,8.01,0,0.2,0.71,0,0,0,5.47,N,N,N,N,Y,0,9689
HV0003,B03404,B03404,1/1/25 2:42,1/1/25 2:58,1/1/25 2:58,1/1/25 3:25,79,102,9.99,1593,53.88,0,1.49,4.78,2.75,0,6.28,47.02,N,N,N,N,N,0,9690
HV0003,B03404,B03404,5/31/25 16:48,5/31/25 16:52,5/31/25 16:54,5/31/25 17:07,182,213,1.81,785,13.21,0,0.33,1.16,0,0,0,11.6,N,N,N,N,N,0,9691
HV0003,B03404,B03404,2/20/25 17:05,2/20/25 17:11,2/20/25 17:11,2/20/25 17:34,94,259,5.98,1377,17.12,0,0.43,1.52,0,0,0,21.61,N,N,N,N,N,0,9692
HV0003,B03404,B03404,3/14/25 7:26,3/14/25 7:43,3/14/25 7:43,3/14/25 7:50,92,53,1.43,406,10.13,0,0.24,0.84,0,0,0,6.12,N,N,N,N,N,0,9693
HV0005,B03406,,1/21/25 11:43,,1/21/25 11:45,1/21/25 11:51,76,76,1.175,330,8.95,0,0.23,0.75,0,0,0,5.47,N,N,N,N,N,0,9694
HV0003,B03404,B03404,1/17/25 23:12,1/17/25 23:15,1/17/25 23:16,1/17/25 23:32,256,61,3.15,953,20.55,0,0.57,1.83,0,0,0,13.54,N,N,N,N,N,0,9695
HV0003,B03404,B03404,3/11/25 22:45,3/11/25 22:51,3/11/25 22:51,3/11/25 22:57,230,100,0.58,364,10.1,0,0.21,0.89,2.75,0,3,4.8,N,N,N,N,N,1.5,9696
HV0003,B03404,B03404,3/17/25 9:05,3/17/25 9:06,3/17/25 9:07,3/17/25 9:18,18,169,2.58,627,17.87,0,0.44,1.6,0,0,0,9.96,N,N,N,N,N,0,9697
HV0003,B03404,B03404,1/31/25 11:05,1/31/25 11:07,1/31/25 11:08,1/31/25 11:12,66,33,1.06,265,12.77,0,0.35,1.14,0,0,0,6.48,N,N,N,N,N,0,9698
HV0005,B03406,,2/15/25 0:07,,2/15/25 0:10,2/15/25 0:20,185,51,2.792,572,12.64,0,0.32,1.12,0,0,0,9.39,N,N,N,N,N,0,9699
HV0003,B03404,B03404,1/13/25 8:36,1/13/25 8:40,1/13/25 8:42,1/13/25 8:54,78,147,1.49,723,14.9,0,0.43,1.41,0,0,0,10.41,N,N,N,N,N,0,9700
HV0005,B03406,,1/26/25 2:10,,1/26/25 2:16,1/26/25 2:24,90,125,1.138,487,7.63,0,0.21,0.68,2.75,0,0,6.31,N,N,N,N,N,1.5,9701
HV0003,B03404,B03404,5/30/25 14:58,5/30/25 15:05,5/30/25 15:05,5/30/25 15:58,218,185,15.78,3181,50.31,6.94,1.33,5.36,0,0,0,54.38,N,N,N,N,N,0,9702
HV0003,B03404,B03404,3/29/25 14:29,3/29/25 14:33,3/29/25 14:34,3/29/25 15:14,190,79,5.3,2393,41.98,0,1.02,3.73,2.75,0,0,32.5,N,N,N,N,N,1.5,9703
HV0003,B03404,B03404,1/25/25 20:04,1/25/25 20:07,1/25/25 20:07,1/25/25 20:17,80,256,1.72,628,14.04,0,0.38,1.25,0,0,0,8.44,N,N,N,N,N,0,9704
HV0003,B03404,B03404,5/10/25 7:43,5/10/25 7:45,5/10/25 7:45,5/10/25 7:59,25,61,2.32,816,13.41,0,0.33,1.2,0,0,0,11.5,N,N,N,N,N,0,9705
HV0003,B03404,B03404,1/12/25 21:42,1/12/25 21:44,1/12/25 21:45,1/12/25 22:33,113,265,38.69,2912,159.52,0,4.34,0,0,0,0,88.33,N,N,N,N,N,1.5,9706
HV0003,B03404,B03404,1/23/25 14:34,1/23/25 14:37,1/23/25 14:38,1/23/25 14:41,67,67,0.69,210,8.52,0,0.23,0.75,0,0,3,5.26,N,N,N,N,N,0,9707
HV0003,B03404,B03404,2/28/25 18:55,2/28/25 18:59,2/28/25 19:00,2/28/25 19:14,161,186,1.62,833,21.76,0,0.5,1.92,2.75,0,2.69,10.68,N,N,N,N,N,1.5,9708
HV0003,B03404,B03404,4/3/25 15:04,4/3/25 15:05,4/3/25 15:06,4/3/25 15:08,237,141,0.35,129,14.46,0,0.36,1.28,2.75,0,5,7.29,N,N,N,N,N,0,9709
HV0005,B03406,,3/22/25 0:53,3/22/25 1:05,3/22/25 1:06,3/22/25 1:08,214,172,0.492,141,8.21,0.34,0.21,0.76,0,0,0,4,N,N,N,N,N,0,9710
HV0003,B03404,B03404,2/15/25 6:43,2/15/25 6:47,2/15/25 6:49,2/15/25 7:19,229,138,9.32,1804,50.07,0,1.34,4.89,2.75,2.5,0,31.69,N,N,N,N,N,1.5,9711
HV0003,B03404,B03404,3/4/25 8:33,3/4/25 8:35,3/4/25 8:35,3/4/25 8:41,152,166,1.15,334,8.96,0,0.22,0.79,0,0,3.04,4.99,N,N,N,N,N,0,9712
HV0003,B03404,B03404,3/18/25 20:00,3/18/25 20:02,3/18/25 20:02,3/18/25 20:21,88,90,3.07,1095,30.2,0,0.78,2.93,2.75,0,0,15.84,N,N,N,N,N,1.5,9713
HV0005,B03406,,1/8/25 12:52,,1/8/25 13:02,1/8/25 13:16,63,37,2.343,819,12.34,0,0.34,1.1,0,0,0,12.09,N,N,N,N,Y,0,9714
HV0003,B03404,B03404,2/24/25 9:42,2/24/25 9:46,2/24/25 9:47,2/24/25 10:05,243,239,6.66,1080,26.21,0,0.66,2.33,2.75,0,0,19.55,N,N,N,N,N,0,9715
HV0003,B03404,B03404,2/22/25 14:45,2/22/25 14:47,2/22/25 14:48,2/22/25 14:58,249,164,1.89,602,14.75,0,0.34,1.31,2.75,0,0,8.42,N,N,N,N,N,1.5,9716
HV0003,B03404,B03404,4/26/25 11:49,4/26/25 11:54,4/26/25 11:56,4/26/25 12:05,179,7,1.25,560,9.96,0,0.26,0.93,0,0,0,9.33,N,N,N,N,N,0,9717
HV0003,B03404,B03404,2/4/25 9:39,2/4/25 9:40,2/4/25 9:40,2/4/25 9:51,174,18,2.09,667,12.06,0,0.3,1.07,0,0,0,9.32,N,N,N,N,N,0,9718
HV0003,B03404,B03404,2/3/25 15:05,2/3/25 15:09,2/3/25 15:09,2/3/25 15:42,40,138,12.82,1974,74.52,0,1.93,6.84,0,2.5,0,37.24,N,N,N,N,N,0,9719
HV0003,B03404,B03404,3/1/25 23:18,3/1/25 23:25,3/1/25 23:26,3/1/25 23:38,244,243,2.08,710,29.39,0,0.73,2.61,0,0,0,15.34,N,N,N,N,Y,0,9720
HV0003,B03404,B03404,2/10/25 17:37,2/10/25 17:40,2/10/25 17:40,2/10/25 18:07,60,254,8.65,1598,34.7,0,0.92,3.28,0,0,0,27.29,N,N,N,N,N,0,9721
HV0003,B03404,B03404,3/9/25 1:48,3/9/25 1:49,3/9/25 1:50,3/9/25 1:55,146,7,1.08,272,8.91,0,0.22,0.78,0,0,0,15.26,N,N,N,N,N,0,9722
HV0005,B03406,,3/15/25 22:48,3/15/25 22:57,3/15/25 22:58,3/15/25 23:04,26,26,0.905,402,12.12,0,0.3,1.07,0,0,0,7.07,N,N,N,N,N,0,9723
HV0005,B03406,,3/29/25 22:54,3/29/25 22:56,3/29/25 22:57,3/29/25 23:23,78,137,10.547,1585,36.61,0,1.24,4.39,2.75,0,0,35.28,N,N,N,N,Y,0,9724
HV0003,B03404,B03404,1/31/25 6:55,1/31/25 6:56,1/31/25 6:58,1/31/25 7:10,50,162,1.76,726,14.51,0,0.35,1.29,2.75,0,0,15.54,N,N,N,N,Y,1.5,9725
HV0003,B03404,B03404,2/14/25 23:15,2/14/25 23:23,2/14/25 23:25,2/14/25 23:36,82,129,3.21,664,13.75,0,0.34,1.22,0,0,0,10.82,N,N,N,N,N,0,9726
HV0003,B03404,B03404,3/23/25 23:20,3/23/25 23:21,3/23/25 23:23,3/23/25 23:59,225,205,12.14,2109,57.56,0,1.44,5.1,0,0,0,41.66,N,N,N,N,N,0,9727
HV0003,B03404,B03404,3/13/25 23:55,3/13/25 23:59,3/14/25 0:00,3/14/25 0:17,114,255,3.51,1018,46.5,0,1.13,4.12,2.75,0,10.9,35.23,N,N,N,N,N,1.5,9728
HV0003,B03404,B03404,1/21/25 7:04,1/21/25 7:11,1/21/25 7:12,1/21/25 7:35,239,170,3.43,1392,29.74,0,0.78,2.64,2.75,0,7.18,18.19,N,N,N,N,N,1.5,9729
HV0003,B03404,B03404,4/21/25 13:24,4/21/25 13:26,4/21/25 13:26,4/21/25 13:38,163,230,1.15,763,12.82,0,0.28,1.13,2.75,0,0,9.33,N,N,N,N,N,1.5,9730
HV0005,B03406,,4/20/25 13:20,4/20/25 13:23,4/20/25 13:24,4/20/25 13:32,55,55,1.1,481,6.88,0,0.17,0.61,0,0,0,9.93,N,N,N,N,N,0,9731
HV0003,B03404,B03404,4/21/25 6:21,4/21/25 6:22,4/21/25 6:23,4/21/25 6:29,136,127,1.4,385,8.38,0,0.22,0.78,0,0,0,6.67,N,N,N,N,Y,0,9732
HV0003,B03404,B03404,3/6/25 6:18,3/6/25 6:21,3/6/25 6:21,3/6/25 6:56,92,166,11,2117,39.63,6.94,0.99,4.14,0,0,0,36.9,N,N,N,N,N,0,9733
HV0003,B03404,B03404,2/15/25 21:11,2/15/25 21:16,2/15/25 21:16,2/15/25 21:31,68,163,2.47,947,34.1,0,0.81,3.01,2.75,0,4.06,16.39,N,N,N,N,Y,1.5,9734
HV0003,B03404,B03404,4/9/25 19:48,4/9/25 19:49,4/9/25 19:50,4/9/25 20:12,144,142,4.88,1357,35.2,0,0.85,3.12,2.75,0,0,20.58,N,N,N,N,N,1.5,9735
HV0005,B03406,,4/27/25 0:37,4/27/25 0:42,4/27/25 0:43,4/27/25 1:20,209,239,8.663,2213,52.82,0,1.32,4.69,2.75,0,0,48,N,N,N,N,N,1.5,9736
HV0003,B03404,B03404,2/17/25 19:46,2/17/25 19:49,2/17/25 19:49,2/17/25 19:57,7,179,1.11,477,8.89,0,0.21,0.77,0,0,0,6.14,N,N,N,N,N,0,9737
HV0003,B03404,B03404,2/6/25 7:49,2/6/25 7:53,2/6/25 7:54,2/6/25 8:04,47,159,1.47,580,14.3,0,0.38,1.35,0,0,0,10.64,N,N,N,N,N,0,9738
HV0005,B03406,,4/19/25 17:47,4/19/25 17:48,4/19/25 17:49,4/19/25 18:03,197,134,1.927,849,9.86,0,0.25,0.88,0,0,1.1,11.33,N,N,N,N,N,0,9739
HV0005,B03406,,1/24/25 7:33,,1/24/25 7:48,1/24/25 8:28,119,1,24.025,2390,109.05,24.66,3.68,0,0,2.5,0,64.84,N,N,N,N,N,0,9740
HV0003,B03404,B03404,5/1/25 19:12,5/1/25 19:18,5/1/25 19:19,5/1/25 19:29,224,144,3.35,604,19.11,0,0.45,1.7,2.75,0,0,10.83,N,N,N,N,N,1.5,9741
HV0003,B03404,B03404,1/31/25 1:18,1/31/25 1:20,1/31/25 1:20,1/31/25 1:31,141,79,3.44,684,18.34,0,0.47,1.61,2.75,0,0,11.33,N,N,N,N,N,1.5,9742
HV0003,B03404,B03404,4/19/25 3:36,4/19/25 3:39,4/19/25 3:41,4/19/25 3:57,216,138,7.98,941,24.12,0,0.62,2.43,0,2.5,0,20.78,N,N,N,N,N,0,9743
HV0005,B03406,,4/6/25 3:08,4/6/25 3:16,4/6/25 3:17,4/6/25 3:43,37,181,4.896,1527,27.46,0,0.69,2.44,0,0,0,22.4,N,N,N,N,N,0,9744
HV0005,B03406,,3/22/25 16:09,3/22/25 16:10,3/22/25 16:10,3/22/25 16:25,234,148,2.137,912,16.81,0,0.42,1.49,2.75,0,0,12.27,N,N,N,N,N,1.5,9745
HV0005,B03406,,5/14/25 16:13,5/14/25 16:18,5/14/25 16:19,5/14/25 16:35,39,85,2.696,992,16.99,0,0.42,1.51,0,0,0,15.37,N,N,N,N,N,0,9746
HV0003,B03404,B03404,2/12/25 7:40,2/12/25 7:44,2/12/25 7:44,2/12/25 7:49,78,60,0.83,273,13.88,0,0.33,1.16,0,0,0,6.58,N,N,N,N,N,0,9747
HV0003,B03404,B03404,1/9/25 8:44,1/9/25 8:45,1/9/25 8:47,1/9/25 9:03,186,231,2.51,993,25.3,0,0.65,2.23,2.75,0,0,13.06,N,N,N,N,N,1.5,9748
HV0005,B03406,,2/9/25 19:36,,2/9/25 19:39,2/9/25 19:59,225,188,3.359,1220,17.71,0,0.44,1.57,0,0,3.94,16.48,N,N,N,N,N,0,9749
HV0005,B03406,,5/15/25 18:02,5/15/25 18:05,5/15/25 18:06,5/15/25 19:00,255,98,10.72,3237,64.22,0,1.61,5.7,0,0,0,47.98,N,N,N,N,N,0,9750
HV0003,B03404,B03404,2/12/25 10:02,2/12/25 10:03,2/12/25 10:04,2/12/25 10:20,242,185,2.29,917,14.28,0,0.35,1.26,0,0,0,12.02,N,N,N,N,N,0,9751
HV0003,B03404,B03404,1/15/25 10:36,1/15/25 10:39,1/15/25 10:39,1/15/25 11:13,21,231,9.92,2005,38.56,6.94,1.03,4.02,2.75,0,5.3,32.97,N,N,N,N,N,1.5,9752
HV0005,B03406,,5/30/25 18:23,5/30/25 18:24,5/30/25 18:25,5/30/25 18:41,223,93,4.132,952,16.9,0,0.4,1.42,0,0,1.97,15.5,N,N,N,N,N,0,9753
HV0003,B03404,B03404,4/22/25 8:21,4/22/25 8:22,4/22/25 8:22,4/22/25 8:39,165,22,2.18,1029,12.63,0,0.31,1.12,0,0,0,13.44,N,N,N,N,N,0,9754
HV0003,B03404,B03404,3/4/25 12:47,3/4/25 12:50,3/4/25 12:51,3/4/25 13:15,10,265,12.79,1432,38.54,0,0.96,3.41,0,0,0,35.35,N,N,N,N,N,0,9755
HV0003,B03404,B03404,5/20/25 19:43,5/20/25 19:44,5/20/25 19:46,5/20/25 20:13,170,56,7.91,1600,17.39,6.94,0.49,2.19,2.75,0,0,27.31,N,N,N,N,N,1.5,9756
HV0003,B03404,B03404,5/3/25 1:14,5/3/25 1:16,5/3/25 1:17,5/3/25 1:21,168,69,0.56,248,6.72,0,0.15,0.53,0,0,0,4.19,N,N,N,N,N,0,9757
HV0003,B03404,B03404,4/10/25 11:45,4/10/25 11:45,4/10/25 11:46,4/10/25 11:53,230,142,0.94,421,25.07,0,0.43,1.64,2.75,0,4.48,11.81,N,N,N,N,N,1.5,9758
HV0003,B03404,B03404,3/13/25 17:42,3/13/25 17:42,3/13/25 17:45,3/13/25 17:59,144,87,1.69,821,33.97,0,0.77,2.84,2.75,0,0,17.79,N,N,N,N,N,1.5,9759
HV0005,B03406,,1/25/25 23:57,,1/26/25 0:03,1/26/25 0:36,230,256,6.612,2010,47.12,2.25,1.36,4.38,2.75,0,0,30.13,N,N,N,N,N,1.5,9760
HV0003,B03404,B03404,2/26/25 15:50,2/26/25 15:53,2/26/25 15:55,2/26/25 16:01,188,85,1.01,398,8.39,0,0.21,0.73,0,0,0,7.98,N,N,N,N,N,0,9761
HV0005,B03406,,4/26/25 2:02,4/26/25 2:07,4/26/25 2:07,4/26/25 2:25,255,37,2.584,1043,17.05,0,0.43,1.51,0,0,0,14.23,N,N,N,N,N,0,9762
HV0003,B03404,B03404,4/1/25 0:55,4/1/25 0:58,4/1/25 0:58,4/1/25 1:04,157,260,1.24,307,10.16,0,0.25,0.89,0,0,0,5.07,N,N,N,N,N,0,9763
HV0003,B03404,B03404,5/24/25 19:15,5/24/25 19:17,5/24/25 19:18,5/24/25 19:21,75,75,0.6,184,7.11,0,0.18,0.63,0,0,0,4,N,N,N,N,N,0,9764
HV0005,B03406,,3/12/25 22:41,3/12/25 22:46,3/12/25 22:46,3/12/25 22:52,48,246,1.045,353,8.73,0,0.22,0.77,2.75,0,0,5.06,N,N,N,N,N,1.5,9765
HV0005,B03406,,5/31/25 23:15,5/31/25 23:27,5/31/25 23:28,6/1/25 0:09,132,144,18.475,2471,95.94,0,2.09,7.63,2.75,2.5,0,69.13,N,N,N,N,N,1.5,9766
HV0003,B03404,B03404,5/18/25 22:09,5/18/25 22:14,5/18/25 22:14,5/18/25 22:33,229,68,2.79,1125,22.68,0,0.53,2.01,2.75,0,0,15.28,N,N,N,N,N,1.5,9767
HV0003,B03404,B03404,1/2/25 22:46,1/2/25 22:49,1/2/25 22:49,1/2/25 23:06,231,255,3.58,1041,24.36,0,0.67,2.16,2.75,0,5.98,15.87,N,N,N,N,N,0,9768
HV0003,B03404,B03404,2/8/25 5:55,2/8/25 5:56,2/8/25 5:58,2/8/25 6:18,81,247,9.74,1184,33.12,0,0.82,2.94,0,0,0,24.75,N,N,N,N,N,0,9769
HV0003,B03404,B03404,2/7/25 12:30,2/7/25 12:30,2/7/25 12:32,2/7/25 13:17,68,68,5.06,2663,51.39,0,1.25,4.56,2.75,0,0,34.57,N,N,N,N,N,1.5,9770
HV0003,B03404,B03404,2/27/25 14:23,2/27/25 14:24,2/27/25 14:25,2/27/25 14:27,151,166,0.7,166,7.62,0,0.19,0.67,0,0,3,4,N,N,N,N,N,0,9771
HV0005,B03406,,2/20/25 6:02,,2/20/25 6:06,2/20/25 6:12,191,191,1.004,305,11.55,0,0.29,1.03,0,0,0,6.35,N,N,N,N,N,0,9772
HV0003,B03404,B03404,1/6/25 19:57,1/6/25 19:59,1/6/25 19:59,1/6/25 20:12,144,13,2.04,774,18.09,0,0.45,1.6,2.75,0,0,10.29,N,N,N,N,N,1.5,9773
HV0003,B03404,B03404,5/21/25 10:35,5/21/25 10:38,5/21/25 10:38,5/21/25 10:47,22,108,1.22,514,9.78,0,0.24,0.87,0,0,0,6.91,N,N,N,N,N,0,9774
HV0003,B03404,B03404,5/17/25 14:25,5/17/25 14:29,5/17/25 14:31,5/17/25 14:46,160,82,2.49,876,16.9,0,0.41,1.48,0,0,0,12.7,N,N,N,N,N,0,9775
HV0003,B03404,B03404,5/8/25 10:33,5/8/25 10:42,5/8/25 10:44,5/8/25 11:09,170,186,1.46,1510,22.69,0,0.53,2,2.75,0,4.19,17.28,N,N,N,N,N,1.5,9776
HV0003,B03404,B03404,5/21/25 21:15,5/21/25 21:20,5/21/25 21:20,5/21/25 21:35,244,166,3.25,914,19.46,0,0.45,1.62,0,0,0,13.82,N,N,N,N,N,0,9777
HV0003,B03404,B03404,5/3/25 22:24,5/3/25 22:25,5/3/25 22:29,5/3/25 22:44,79,231,1.69,929,33.22,0,0.79,2.91,2.75,0,0,18.97,N,N,N,N,N,1.5,9778
HV0003,B03404,B03404,3/2/25 5:02,3/2/25 5:06,3/2/25 5:06,3/2/25 5:28,182,48,12.67,1286,42.36,0,1.02,3.75,2.75,0,0,30.89,N,N,N,N,N,1.5,9779
HV0005,B03406,,4/19/25 10:33,4/19/25 10:35,4/19/25 10:35,4/19/25 10:51,164,144,2.356,919,18.58,0,0.41,1.47,2.75,0,0,12.64,N,N,N,N,N,1.5,9780
HV0003,B03404,B03404,5/16/25 11:51,5/16/25 11:54,5/16/25 11:55,5/16/25 12:25,138,255,7.07,1796,43.26,0,1.15,4.3,0,2.5,0,28.09,N,N,N,N,N,0,9781
HV0003,B03404,B03404,2/27/25 8:14,2/27/25 8:20,2/27/25 8:20,2/27/25 8:22,53,53,0.28,104,6.72,0,0.18,0.64,0,0,0,4,N,N,N,N,N,0,9782
HV0005,B03406,,2/17/25 9:23,,2/17/25 9:27,2/17/25 9:32,13,231,0.71,277,9.61,0,0.24,0.85,2.75,0,2,6.4,N,N,N,N,N,1.5,9783
HV0003,B03404,B03404,5/21/25 13:12,5/21/25 13:16,5/21/25 13:18,5/21/25 13:40,138,98,7.38,1353,21.4,0,0.56,2.11,0,2.5,0,28.09,N,N,N,N,Y,0,9784
HV0005,B03406,,5/24/25 10:22,5/24/25 10:27,5/24/25 10:28,5/24/25 10:46,138,229,10.291,1039,32.93,5.69,0.97,3.65,2.75,2.5,5,29.3,N,N,N,N,Y,1.5,9785
HV0003,B03404,B03404,5/17/25 14:57,5/17/25 15:02,5/17/25 15:02,5/17/25 15:09,141,229,0.71,371,10.04,0,0.21,0.89,2.75,0,1,4.75,N,N,N,N,N,1.5,9786
HV0003,B03404,B03404,3/5/25 12:55,3/5/25 13:02,3/5/25 13:02,3/5/25 13:11,196,95,1.32,525,9.97,0,0.25,0.89,0,0,0,7.16,N,N,N,N,N,0,9787
HV0003,B03404,B03404,3/11/25 9:35,3/11/25 9:36,3/11/25 9:36,3/11/25 9:51,68,234,1.31,900,23.62,0,0.59,2.21,2.75,0,0,11.84,N,N,N,N,N,1.5,9788
HV0003,B03404,B03404,3/31/25 19:45,3/31/25 19:46,3/31/25 19:51,3/31/25 19:55,236,236,0.63,218,20.11,0,0.5,1.78,2.75,0,2.51,10.67,N,N,N,N,N,0,9789
HV0003,B03404,B03404,4/27/25 5:24,4/27/25 5:28,4/27/25 5:29,4/27/25 5:42,90,265,6.23,791,36.46,16.06,0.89,0,0,0,0,18.45,N,N,N,N,N,1.5,9790
HV0003,B03404,B03404,4/15/25 5:24,4/15/25 5:32,4/15/25 5:32,4/15/25 5:41,25,106,1.69,530,10.7,0,0.27,0.94,0,0,0,7.74,N,N,N,N,N,0,9791
HV0005,B03406,,3/24/25 21:48,3/24/25 21:53,3/24/25 21:54,3/24/25 22:28,132,79,20.526,1992,70.04,0,1.59,5.85,2.75,2.5,0,49.27,N,N,N,N,N,1.5,9792
HV0005,B03406,,3/14/25 8:01,3/14/25 8:05,3/14/25 8:05,3/14/25 8:15,215,130,1.593,598,15.24,0,0.38,1.35,0,0,0,8.32,N,N,N,N,N,0,9793
HV0003,B03404,B03404,4/26/25 18:27,4/26/25 18:29,4/26/25 18:30,4/26/25 18:53,65,112,4.47,1347,25.98,0,0.65,2.31,0,0,2.89,21.77,N,N,N,N,Y,0,9794
HV0003,B03404,B03404,3/30/25 16:14,3/30/25 16:20,3/30/25 16:20,3/30/25 16:27,179,7,1.1,425,9.11,0,0.23,0.82,0,0,0,5.84,Y,N,N,N,N,0,9795
